customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
6262-EHXJW,2020-07-15,Paid,2021-07-15,Standard,Monthly,,,13.99,923.34,4,0,Vishal,India,Uttar Pradesh,Female,1962-09-13,,,,
7957-GQSRA,2022-12-16,Organic,2023-12-16,Premium,Monthly,2023-12-17,Switched to competitor,24.99,299.88,98,1,Pooja,India,Delhi,Female,1998-03-26,2023-03-15,Y,40.0,1.0
1580-DMJJS,2021-01-21,Organic,2022-01-21,Premium,Annual,,,23.99,1439.4,41,0,Vishal,India,Maharashtra,Female,1997-09-19,,,,
6140-HGUJB,2019-07-11,Organic,2020-07-11,Standard,Annual,,,13.99,1091.22,12,0,Priya,India,Maharashtra,Male,1967-06-06,2021-02-18,N,70.0,1.0
2091-ZVEKM,2022-04-13,Paid,2023-04-13,Premium,Monthly,2023-01-16,Too expensive,22.99,206.91,80,1,Akash,India,Punjab,Male,1969-07-15,2022-07-07,Y,60.0,2.0
4539-IPSUP,2023-02-22,Organic,2024-02-22,Premium,Monthly,2023-12-13,Poor streaming quality,23.99,215.91,51,1,Arjun,India,Uttar Pradesh,Female,1998-06-30,2023-12-03,N,90.0,1.0
1093-YZXCD,2024-10-17,Paid,2025-10-17,Basic,Annual,2025-03-13,Not enough content,6.99,27.96,73,1,Aditi,India,Tamil Nadu,Male,1986-03-01,,,,
2232-HSWQE,2021-03-24,Organic,2022-03-24,Standard,Annual,2022-02-04,Poor streaming quality,13.99,139.9,82,1,Ananya,India,Rajasthan,Female,1985-04-15,2021-10-21,N,90.0,3.0
8803-CWWZG,2024-10-09,Organic,2025-10-09,Premium,Monthly,,,22.99,321.86,18,0,Pooja,India,Bihar,Female,1963-02-17,,,,
5727-UXHQE,2024-06-21,Referral,2025-06-21,Basic,Annual,,,7.99,143.82,28,0,Aditi,India,Maharashtra,Male,1982-08-25,,,,
4187-YAXHV,2019-10-28,Referral,2020-10-28,Basic,Monthly,,,8.99,674.25,14,0,Aditya,India,Haryana,Male,2004-07-28,,,,
1354-HESBR,2019-08-16,Referral,2020-08-16,Standard,Annual,2019-12-28,Poor streaming quality,13.99,55.96,79,1,Riya,India,Tamil Nadu,Female,1979-10-09,2019-10-08,Y,50.0,1.0
3389-JGSQV,2024-06-17,Referral,2025-06-17,Basic,Monthly,,,8.99,161.82,10,0,Aditya,India,Karnataka,Male,1980-06-09,,,,
2444-QWPYA,2023-12-09,Referral,2024-12-09,Premium,Monthly,2025-06-21,Too expensive,22.99,413.82,92,1,Aditya,India,Madhya Pradesh,Female,1989-08-13,2024-06-23,Y,10.0,2.0
5071-NXZPJ,2019-04-09,Paid,2020-04-09,Standard,Annual,2020-10-08,Too expensive,13.99,251.82,52,1,Neha,India,Uttar Pradesh,Female,1980-01-07,2020-10-07,Y,50.0,1.0
7070-TYZEW,2023-03-27,Referral,2024-03-27,Basic,Monthly,2023-08-21,Poor streaming quality,6.99,27.96,89,1,Priya,India,Punjab,Male,2002-02-24,2023-05-29,Y,40.0,1.0
2598-TYCAY,2022-08-26,Paid,2023-08-26,Premium,Annual,,,23.99,959.6,98,0,Nikhil,India,Tamil Nadu,Male,1980-06-19,2023-06-11,N,90.0,1.0
5782-ZHDXY,2022-11-14,Organic,2023-11-14,Basic,Annual,2025-03-01,Switched to competitor,6.99,188.73,75,1,Ishaan,India,Gujarat,Female,1987-10-23,,,,
9748-PBYTF,2021-03-21,Paid,2022-03-21,Basic,Annual,,,6.99,405.42,14,0,Mohan,India,Uttar Pradesh,Female,1969-01-13,,,,
2754-OLENP,2019-07-10,Organic,2020-07-10,Premium,Monthly,2019-10-24,Poor streaming quality,22.99,68.97,28,1,Vishal,India,Odisha,Female,2000-03-12,,,,
8079-DRLYO,2021-08-26,Paid,2022-08-26,Basic,Monthly,,,7.99,415.48,26,0,Mohan,India,Delhi,Female,1985-09-15,,,,
2409-RISZE,2024-11-05,Paid,2025-11-05,Standard,Monthly,,,13.99,195.86,82,0,Mohan,India,West Bengal,Female,1993-04-18,,,,
0553-URXQT,2019-05-11,Paid,2020-05-11,Standard,Annual,,,13.99,1119.2,13,0,Pooja,India,Karnataka,Male,1979-06-22,2025-09-08,N,90.0,1.0
9022-TPNJU,2021-10-07,Organic,2022-10-07,Basic,Monthly,,,6.99,356.49,41,0,Aarav,India,Gujarat,Male,1999-10-20,,,,
0454-ICYQE,2021-02-11,Paid,2022-02-11,Premium,Annual,,,22.99,1356.41,66,0,Kavya,India,Uttar Pradesh,Male,1984-10-29,2025-02-03,N,70.0,2.0
6260-GJILD,2019-09-05,Organic,2020-09-05,Standard,Annual,,,13.99,1063.24,44,0,Mohan,India,Rajasthan,Male,1978-01-30,,,,
7380-VLNLX,2023-09-07,Referral,2024-09-07,Basic,Annual,,,8.99,251.72,95,0,Rohan,India,Madhya Pradesh,Female,2003-09-08,,,,
2933-GNIEU,2022-08-19,Paid,2023-08-19,Premium,Monthly,2023-12-25,Forgot to cancel trial,22.99,367.84,59,1,Aditi,India,Telangana,Male,1993-08-10,2023-08-01,Y,20.0,2.0
8186-YPAIN,2024-06-27,Paid,2025-06-27,Premium,Monthly,,,22.99,413.82,70,0,Pooja,India,Gujarat,Male,1997-05-30,,,,
5802-WQUAC,2022-08-22,Paid,2023-08-22,Basic,Annual,,,6.99,279.6,25,0,Mohan,India,Rajasthan,Male,1993-08-26,2025-07-13,N,100.0,1.0
6739-VQXBT,2022-07-05,Paid,2023-07-05,Basic,Monthly,,,6.99,293.58,24,0,Aarav,India,West Bengal,Male,2000-08-27,,,,
9510-RXZUC,2024-11-28,Paid,2025-11-28,Basic,Annual,,,8.99,116.87,11,0,Priya,India,Punjab,Male,2000-08-21,2025-06-12,N,90.0,1.0
5018-FTJGI,2020-12-18,Paid,2021-12-18,Standard,Annual,2021-09-04,Forgot to cancel trial,13.99,111.92,53,1,Pooja,India,Punjab,Male,2003-04-22,2021-08-29,N,60.0,1.0
0527-QZSST,2022-05-14,Organic,2023-05-14,Premium,Monthly,,,22.99,1011.56,8,0,Shreya,India,Delhi,Male,1963-04-03,,,,
2585-LJWKL,2019-05-02,Organic,2020-05-02,Standard,Annual,2020-02-21,Forgot to cancel trial,15.99,143.91,82,1,Mohan,India,Kerala,Male,1969-01-18,2019-06-10,Y,60.0,1.0
1237-HRALV,2024-07-13,Paid,2025-07-13,Premium,Monthly,,,22.99,390.83,24,0,Kavya,India,Delhi,Male,2001-11-22,2024-10-14,N,90.0,1.0
2880-MJDFA,2023-10-13,Paid,2024-10-13,Standard,Monthly,,,13.99,377.73,56,0,Nikhil,India,West Bengal,Male,1967-12-15,2025-06-06,N,60.0,2.0
1636-MUYLV,2020-04-06,Organic,2021-04-06,Basic,Monthly,2021-03-31,Forgot to cancel trial,7.99,87.89,77,1,Pooja,India,Tamil Nadu,Female,1975-11-20,2021-02-23,N,90.0,2.0
9256-IABHA,2021-01-24,Paid,2022-01-24,Premium,Annual,,,22.99,1379.4,94,0,Pooja,India,Kerala,Female,1963-02-21,2025-06-23,Y,20.0,1.0
4728-JSZYL,2024-02-11,Paid,2025-02-11,Basic,Monthly,,,7.99,175.78,12,0,Priya,India,Odisha,Female,1970-08-18,,,,
7774-PBPSM,2024-09-06,Paid,2025-09-06,Basic,Monthly,2026-11-15,Not enough content,6.99,181.74,78,1,Rahul,India,Maharashtra,Female,1980-12-13,2026-06-23,Y,10.0,2.0
7873-MRYRM,2019-09-24,Paid,2020-09-24,Premium,Monthly,,,22.99,1747.24,34,0,Neha,India,Karnataka,Female,1988-06-13,2025-07-29,N,80.0,1.0
4059-EYSVD,2020-01-20,Paid,2021-01-20,Standard,Annual,,,13.99,1007.28,14,0,Tanvi,India,Bihar,Female,1995-02-15,,,,
0857-KLIWW,2019-09-17,Referral,2020-09-17,Standard,Monthly,,,13.99,1063.24,4,0,Ananya,India,Maharashtra,Female,1973-03-02,,,,
3731-PHHHJ,2023-04-12,Referral,2024-04-12,Premium,Annual,2023-07-06,Switched to competitor,22.99,45.98,78,1,Priya,India,Madhya Pradesh,Female,1967-09-01,2023-06-10,Y,30.0,3.0
3609-IAIGC,2021-01-08,Referral,2022-01-08,Standard,Annual,,,13.99,839.4,35,0,Arjun,India,Madhya Pradesh,Male,1964-09-12,2022-09-25,N,70.0,1.0
8537-WIFVI,2022-10-18,Referral,2023-10-18,Standard,Annual,,,13.99,545.61,68,0,Nikhil,India,Kerala,Female,1967-03-07,2025-03-04,N,80.0,1.0
5717-BEPWK,2021-01-23,Referral,2022-01-23,Basic,Monthly,2022-08-17,Not enough content,8.99,170.81,96,1,Aditi,India,Gujarat,Female,2004-01-29,2021-10-20,Y,60.0,1.0
2422-CUBFU,2024-08-06,Referral,2025-08-06,Basic,Annual,2026-07-02,Not enough content,8.99,206.77,93,1,Akash,India,Maharashtra,Male,1992-11-19,2026-06-03,Y,30.0,1.0
0841-RGCQA,2022-05-14,Organic,2023-05-14,Standard,Annual,,,13.99,615.56,42,0,Aditi,India,Kerala,Female,1979-11-22,,,,
7078-WUGZJ,2021-03-13,Organic,2022-03-13,Standard,Monthly,2022-02-13,Not enough content,15.99,175.89,81,1,Rahul,India,Punjab,Male,1972-10-29,,,,
9926-KIFYD,2024-10-09,Referral,2025-10-09,Standard,Annual,,,13.99,195.86,51,0,Arjun,India,Delhi,Male,1988-04-19,,,,
3974-JCPNV,2019-04-13,Organic,2020-04-13,Standard,Monthly,2020-01-11,Forgot to cancel trial,14.99,134.91,4,1,Ishaan,India,Telangana,Male,1995-02-27,,,,
4399-FEJHF,2019-05-01,Organic,2020-05-01,Standard,Annual,,,13.99,1133.19,17,0,Aditi,India,Bihar,Male,1969-05-05,,,,
7543-RAOVO,2020-09-17,Referral,2021-09-17,Basic,Monthly,2022-08-18,Too expensive,7.99,183.77,93,1,Tanvi,India,Madhya Pradesh,Male,1968-08-17,2022-05-19,Y,60.0,2.0
2040-SRCER,2019-10-11,Organic,2020-10-11,Standard,Monthly,2021-01-16,Switched to competitor,14.99,224.85,94,1,Sneha,India,Delhi,Female,1985-02-03,2020-10-11,Y,10.0,1.0
2415-SMDKQ,2020-07-26,Referral,2021-07-26,Standard,Monthly,,,13.99,923.34,3,0,Nikhil,India,Rajasthan,Female,1996-05-31,2024-07-23,N,70.0,1.0
0310-LNAHY,2019-05-26,Paid,2020-05-26,Premium,Annual,2021-06-19,Poor streaming quality,22.99,574.75,87,1,Priya,India,Tamil Nadu,Male,2005-06-07,2020-10-13,N,60.0,2.0
3828-PJBVX,2023-06-04,Referral,2024-06-04,Premium,Monthly,,,22.99,712.69,43,0,Nikhil,India,Punjab,Male,1965-09-27,2023-10-21,N,70.0,1.0
0961-UENTE,2020-12-17,Paid,2021-12-17,Standard,Annual,,,13.99,853.39,35,0,Priya,India,Bihar,Female,1971-09-16,,,,
5152-NMFEL,2022-10-06,Paid,2023-10-06,Premium,Monthly,,,22.99,896.61,81,0,Neha,India,Karnataka,Male,1998-09-23,2023-08-05,Y,50.0,1.0
4973-TTXWB,2024-12-17,Referral,2025-12-17,Premium,Annual,,,24.99,299.88,40,0,Rohan,India,Odisha,Male,1979-09-06,,,,
7055-LQELU,2023-12-16,Paid,2024-12-16,Basic,Monthly,2026-01-16,Not enough content,7.99,199.75,23,1,Kavya,India,Gujarat,Female,1964-04-17,2024-12-09,N,80.0,1.0
3001-OMLSO,2024-03-15,Organic,2025-03-15,Basic,Annual,,,7.99,167.79,71,0,Aarav,India,Gujarat,Female,2003-03-03,,,,
1620-FOJID,2021-08-22,Organic,2022-08-22,Standard,Monthly,,,13.99,741.47,12,0,Riya,India,Haryana,Female,2002-04-10,,,,
7727-WQTDD,2023-12-15,Referral,2024-12-15,Basic,Monthly,,,8.99,215.76,17,0,Vishal,India,Delhi,Female,1974-07-23,,,,
8331-HVIUH,2019-05-14,Organic,2020-05-14,Basic,Annual,2020-12-01,Poor streaming quality,6.99,125.82,84,1,Neha,India,Odisha,Male,1987-06-14,2020-09-03,Y,20.0,2.0
3181-LYYRH,2022-01-21,Paid,2023-01-21,Basic,Annual,,,6.99,335.52,23,0,Aditya,India,Kerala,Female,1985-05-12,,,,
3546-UFZSP,2023-10-05,Referral,2024-10-05,Basic,Annual,,,8.99,242.73,29,0,Diya,India,Madhya Pradesh,Male,2002-05-15,,,,
8328-FXSKB,2022-10-25,Referral,2023-10-25,Premium,Annual,2024-12-17,Poor streaming quality,23.99,623.74,58,1,Rahul,India,Bihar,Female,1994-07-09,2024-11-09,Y,40.0,1.0
6651-QUZTI,2021-10-20,Referral,2022-10-20,Basic,Monthly,2021-11-29,Forgot to cancel trial,6.99,6.99,63,1,Akash,India,Delhi,Female,1981-10-26,,,,
5002-WDRVM,2022-02-07,Referral,2023-02-07,Basic,Annual,,,6.99,328.53,73,0,Akash,India,Madhya Pradesh,Male,1980-04-04,2022-04-15,Y,40.0,1.0
9571-IRKFT,2024-01-28,Referral,2025-01-28,Premium,Monthly,,,22.99,528.77,38,0,Meera,India,Telangana,Female,1983-07-27,,,,
2852-YCNYJ,2023-12-24,Organic,2024-12-24,Standard,Annual,2026-04-09,Not enough content,15.99,431.73,87,1,Shreya,India,Tamil Nadu,Male,1974-01-28,2024-10-08,N,80.0,1.0
0387-WEVJV,2021-10-22,Referral,2022-10-22,Premium,Annual,2023-06-27,Switched to competitor,22.99,459.8,91,1,Mohan,India,Bihar,Female,1995-04-29,2022-12-02,N,90.0,1.0
1838-XCFCN,2021-08-04,Referral,2022-08-04,Premium,Annual,,,23.99,1271.47,36,0,Ananya,India,Bihar,Male,1997-09-07,,,,
6684-IMJWA,2021-01-28,Paid,2022-01-28,Premium,Annual,,,24.99,1474.41,73,0,Tanvi,India,Odisha,Male,1994-09-01,,,,
5753-HDFHG,2019-06-13,Paid,2020-06-13,Standard,Annual,,,13.99,1105.21,79,0,Diya,India,Bihar,Male,1960-05-19,2023-07-15,Y,30.0,1.0
9070-PHUCA,2019-09-13,Paid,2020-09-13,Premium,Annual,2020-01-09,Forgot to cancel trial,22.99,68.97,73,1,Shreya,India,Uttar Pradesh,Female,1968-11-29,,,,
3889-ZBZUG,2021-02-25,Organic,2022-02-25,Premium,Annual,,,22.99,1356.41,44,0,Pooja,India,Uttar Pradesh,Female,1987-01-28,,,,
5398-JINNX,2019-07-08,Paid,2020-07-08,Standard,Monthly,,,13.99,1091.22,75,0,Aditi,India,Odisha,Female,1966-01-10,2022-01-30,N,60.0,1.0
9937-EMUKL,2023-09-22,Paid,2024-09-22,Standard,Annual,,,13.99,377.73,36,0,Aarav,India,Uttar Pradesh,Male,1992-02-19,,,,
6004-ADVXB,2021-08-23,Referral,2022-08-23,Basic,Monthly,,,6.99,370.47,27,0,Meera,India,Haryana,Male,1996-11-17,,,,
8477-ELKXU,2023-10-18,Paid,2024-10-18,Premium,Monthly,2024-08-31,Not enough content,22.99,229.9,62,1,Shreya,India,Rajasthan,Female,1960-05-28,,,,
9091-LPWSK,2022-08-24,Paid,2023-08-24,Premium,Monthly,2025-01-29,Too expensive,22.99,666.71,63,1,Diya,India,Delhi,Male,1990-07-04,,,,
3592-NXOTL,2024-07-18,Paid,2025-07-18,Basic,Annual,2024-10-05,Poor streaming quality,6.99,13.98,71,1,Akash,India,Rajasthan,Female,2002-10-04,,,,
3957-RMHZF,2020-12-04,Paid,2021-12-04,Basic,Monthly,2021-02-06,Poor streaming quality,6.99,13.98,78,1,Rohan,India,Punjab,Female,2004-07-17,2020-12-18,N,100.0,2.0
7026-ZVKSC,2019-03-21,Paid,2020-03-21,Standard,Monthly,2020-09-07,Switched to competitor,13.99,237.83,95,1,Ishaan,India,Delhi,Female,1972-03-10,2019-09-03,Y,10.0,1.0
5407-SHCRJ,2019-03-26,Referral,2020-03-26,Premium,Annual,,,22.99,1885.18,99,0,Pooja,India,West Bengal,Female,2005-02-25,,,,
0618-TSLHD,2022-05-12,Paid,2023-05-12,Premium,Monthly,,,22.99,1011.56,59,0,Vishal,India,Bihar,Female,1975-08-14,2025-04-18,N,90.0,1.0
1475-PLYTC,2021-12-01,Paid,2022-12-01,Basic,Annual,,,6.99,342.51,19,0,Sneha,India,Tamil Nadu,Female,1975-04-20,,,,
6906-WLLMO,2020-04-15,Referral,2021-04-15,Standard,Monthly,,,14.99,1034.31,49,0,Arjun,India,Uttar Pradesh,Male,1965-02-25,,,,
7332-KXWOP,2022-10-27,Organic,2023-10-27,Premium,Monthly,,,24.99,949.62,51,0,Shreya,India,Rajasthan,Female,1994-06-03,,,,
0632-MMZMM,2022-03-18,Paid,2023-03-18,Basic,Annual,2023-12-31,Not enough content,6.99,146.79,64,1,Shreya,India,Punjab,Female,1968-10-07,2022-07-01,N,70.0,1.0
0732-FUBYZ,2023-11-24,Referral,2024-11-24,Basic,Annual,,,6.99,174.75,36,0,Ishaan,India,Bihar,Male,1981-05-10,,,,
7169-WRJAE,2024-10-15,Referral,2025-10-15,Basic,Monthly,,,6.99,97.86,48,0,Vishal,India,Delhi,Female,2004-12-30,,,,
4492-CPPJI,2022-08-01,Organic,2023-08-01,Basic,Annual,2024-03-11,Poor streaming quality,7.99,151.81,92,1,Aditya,India,West Bengal,Female,2001-07-15,2022-08-24,Y,20.0,1.0
9393-JKVHU,2022-06-04,Organic,2023-06-04,Basic,Monthly,,,6.99,300.57,15,0,Sneha,India,Punjab,Female,1994-05-26,,,,
0860-KUDSB,2024-09-07,Referral,2025-09-07,Basic,Monthly,,,6.99,111.84,49,0,Vishal,India,Bihar,Male,1968-04-25,,,,
4615-ADUCB,2024-07-28,Paid,2025-07-28,Premium,Monthly,,,23.99,407.83,25,0,Aditi,India,Telangana,Male,1984-12-26,,,,
0234-RDSVM,2022-04-13,Referral,2023-04-13,Basic,Monthly,,,6.99,314.55,28,0,Kavya,India,Telangana,Female,2000-10-08,2025-02-20,N,100.0,1.0
2219-DVIDA,2021-07-28,Organic,2022-07-28,Standard,Annual,,,13.99,741.47,52,0,Arjun,India,Odisha,Male,1977-06-02,,,,
6775-XLDSI,2019-01-27,Organic,2020-01-27,Basic,Annual,,,6.99,587.16,89,0,Rahul,India,Odisha,Female,1974-08-14,,,,
3255-CZRWF,2024-10-06,Organic,2025-10-06,Standard,Annual,,,13.99,209.85,27,0,Neha,India,Odisha,Female,1966-02-08,2025-10-19,N,60.0,2.0
5579-DQLVT,2021-02-25,Paid,2022-02-25,Standard,Annual,,,13.99,825.41,21,0,Aditya,India,Telangana,Male,1990-09-11,,,,
2713-YTAVM,2023-11-14,Paid,2024-11-14,Premium,Annual,,,23.99,599.75,12,0,Tanvi,India,West Bengal,Male,1968-02-02,2025-07-07,N,80.0,2.0
1072-GMJHC,2022-01-26,Paid,2023-01-26,Premium,Annual,,,23.99,1127.53,45,0,Varun,India,Bihar,Female,1995-08-29,2023-01-28,N,70.0,1.0
6448-KVHBV,2024-07-09,Organic,2025-07-09,Premium,Monthly,,,23.99,431.82,22,0,Aditya,India,Tamil Nadu,Male,1971-05-15,,,,
9175-NYENY,2022-12-01,Paid,2023-12-01,Premium,Annual,2024-12-09,Poor streaming quality,22.99,551.76,95,1,Aarav,India,Haryana,Female,1996-10-12,2023-01-07,Y,20.0,1.0
1192-EHZJS,2021-07-22,Paid,2022-07-22,Basic,Annual,2023-08-03,Too expensive,6.99,167.76,72,1,Aarav,India,Bihar,Male,1988-08-18,2023-07-01,N,80.0,1.0
9314-BJTVA,2022-10-13,Paid,2023-10-13,Premium,Annual,,,24.99,974.61,60,0,Nikhil,India,Odisha,Male,1987-12-01,,,,
8291-LSTWY,2020-06-12,Organic,2021-06-12,Standard,Annual,,,15.99,1071.33,60,0,Kavya,India,Maharashtra,Female,2004-09-20,2021-06-26,N,100.0,1.0
7270-ULETO,2022-05-28,Organic,2023-05-28,Premium,Annual,2022-09-20,Switched to competitor,23.99,71.97,78,1,Ishaan,India,Haryana,Male,1960-06-16,,,,
8034-GKBQV,2022-05-05,Organic,2023-05-05,Premium,Monthly,,,22.99,1011.56,22,0,Priya,India,Bihar,Male,2004-03-28,,,,
5660-RVQJL,2020-01-04,Organic,2021-01-04,Premium,Annual,,,22.99,1655.28,75,0,Riya,India,Telangana,Female,1976-11-21,2025-07-19,N,80.0,1.0
5948-JQSBY,2023-06-03,Paid,2024-06-03,Premium,Monthly,2025-10-14,Not enough content,22.99,643.72,93,1,Aditya,India,Bihar,Female,1990-02-26,2025-05-17,N,90.0,1.0
0194-GNZRQ,2019-08-05,Referral,2020-08-05,Basic,Annual,,,8.99,701.22,57,0,Aditya,India,Madhya Pradesh,Male,1965-10-03,,,,
9021-WPXZX,2021-04-25,Paid,2022-04-25,Standard,Monthly,,,15.99,911.43,89,0,Diya,India,Gujarat,Male,1985-10-10,,,,
2926-FDBTD,2020-12-13,Referral,2021-12-13,Premium,Monthly,,,22.99,1402.39,77,0,Neha,India,Haryana,Female,1973-06-18,2021-07-28,Y,10.0,1.0
6410-DURFY,2022-09-25,Paid,2023-09-25,Basic,Monthly,,,6.99,272.61,79,0,Priya,India,Tamil Nadu,Male,1983-08-04,2023-05-19,N,100.0,1.0
9487-GKYUM,2019-10-08,Paid,2020-10-08,Standard,Monthly,2020-09-29,Too expensive,15.99,175.89,36,1,Rahul,India,Tamil Nadu,Male,1996-07-03,,,,
6389-XWBGH,2021-09-26,Paid,2022-09-26,Basic,Annual,2022-04-24,Switched to competitor,6.99,48.93,64,1,Priya,India,Maharashtra,Female,1986-05-09,,,,
7564-RTBKJ,2022-08-23,Organic,2023-08-23,Basic,Monthly,2024-12-11,Not enough content,6.99,195.72,86,1,Mohan,India,West Bengal,Male,1973-11-07,,,,
2272-AFDYF,2021-09-28,Paid,2022-09-28,Premium,Annual,,,23.99,1223.49,77,0,Varun,India,Haryana,Male,1986-02-04,2023-08-30,N,90.0,1.0
3106-NLQGM,2023-04-11,Referral,2024-04-11,Standard,Annual,,,13.99,461.67,57,0,Karan,India,Punjab,Male,1960-11-16,,,,
6948-PIAJA,2024-11-12,Referral,2025-11-12,Basic,Monthly,,,7.99,103.87,76,0,Sneha,India,Gujarat,Female,1960-09-10,2025-07-03,Y,40.0,3.0
7733-STRTM,2020-11-09,Paid,2021-11-09,Basic,Annual,2023-04-13,Too expensive,6.99,202.71,82,1,Sakshi,India,Haryana,Female,2003-09-30,,,,
0118-RYRHM,2023-09-25,Organic,2024-09-25,Basic,Annual,2025-09-06,Too expensive,7.99,183.77,98,1,Akash,India,Telangana,Male,1988-12-28,2025-03-16,Y,60.0,2.0
2437-LYCXB,2020-07-17,Paid,2021-07-17,Premium,Monthly,,,24.99,1649.34,36,0,Aarav,India,Maharashtra,Male,1993-11-12,,,,
0534-NQTQK,2020-03-21,Paid,2021-03-21,Standard,Monthly,,,15.99,1119.3,39,0,Aarav,India,Punjab,Female,1973-03-13,,,,
9146-OSAKM,2024-04-09,Referral,2025-04-09,Basic,Annual,,,7.99,167.79,68,0,Kavya,India,Odisha,Male,1976-04-17,,,,
8598-CSXUA,2020-10-23,Referral,2021-10-23,Premium,Monthly,,,23.99,1511.37,27,0,Meera,India,Delhi,Male,1984-09-19,,,,
7284-XYMSH,2022-08-10,Organic,2023-08-10,Premium,Monthly,2023-04-14,Poor streaming quality,22.99,183.92,95,1,Ishaan,India,Gujarat,Male,2000-10-31,2023-02-06,Y,20.0,1.0
0347-VBWIE,2023-12-19,Referral,2024-12-19,Premium,Annual,,,22.99,551.76,26,0,Tanvi,India,Madhya Pradesh,Male,1972-03-24,,,,
5970-XVQIW,2022-11-08,Paid,2023-11-08,Standard,Annual,,,13.99,531.62,8,0,Meera,India,Maharashtra,Male,1985-08-08,,,,
9690-XDMQZ,2021-07-25,Paid,2022-07-25,Basic,Monthly,,,7.99,431.46,82,0,Aarav,India,Telangana,Male,1968-08-07,2025-09-29,N,70.0,2.0
0337-RJVPT,2024-01-27,Referral,2025-01-27,Basic,Monthly,2025-05-08,Not enough content,8.99,134.85,90,1,Priya,India,Gujarat,Male,1979-12-19,2025-01-07,N,100.0,1.0
7662-NTDLO,2024-07-18,Referral,2025-07-18,Premium,Monthly,,,22.99,390.83,42,0,Pooja,India,Gujarat,Female,1986-11-13,,,,
4426-SYANU,2021-01-20,Referral,2022-01-20,Basic,Monthly,,,6.99,419.4,37,0,Akash,India,Punjab,Female,1968-03-07,,,,
3578-ELDNK,2024-06-24,Organic,2025-06-24,Standard,Monthly,,,13.99,251.82,12,0,Mohan,India,Telangana,Female,1968-05-09,,,,
3364-MBUHD,2020-09-04,Organic,2021-09-04,Standard,Annual,2021-11-20,Poor streaming quality,14.99,209.86,99,1,Rohan,India,Tamil Nadu,Male,1989-12-09,2021-03-29,N,60.0,1.0
4669-AOKYL,2024-08-19,Referral,2025-08-19,Premium,Annual,,,22.99,367.84,54,0,Ishaan,India,Uttar Pradesh,Female,1987-10-09,,,,
9394-XLHKU,2019-11-23,Paid,2020-11-23,Standard,Monthly,,,15.99,1183.26,37,0,Sakshi,India,Gujarat,Female,1976-11-24,,,,
0218-KRSAR,2024-12-16,Referral,2025-12-16,Basic,Annual,,,6.99,83.88,54,0,Aarav,India,Delhi,Male,1962-07-15,,,,
6764-YUXKO,2021-07-04,Paid,2022-07-04,Premium,Monthly,,,22.99,1241.46,35,0,Riya,India,Punjab,Male,1971-01-27,,,,
1077-HHYMB,2021-08-08,Referral,2022-08-08,Basic,Annual,,,7.99,423.47,7,0,Tanvi,India,Punjab,Female,1975-12-11,2024-12-21,N,100.0,1.0
0528-KKJLH,2024-07-28,Paid,2025-07-28,Premium,Annual,,,22.99,390.83,34,0,Vishal,India,Maharashtra,Male,1982-03-24,,,,
5932-ANNTA,2023-12-26,Paid,2024-12-26,Premium,Monthly,,,22.99,551.76,29,0,Diya,India,Haryana,Male,2005-04-29,,,,
3973-CXAPH,2024-11-19,Paid,2025-11-19,Premium,Annual,2025-08-11,Poor streaming quality,22.99,183.92,81,1,Tanvi,India,Odisha,Male,2004-11-18,2025-07-25,Y,60.0,1.0
9182-UDQST,2020-01-21,Organic,2021-01-21,Standard,Monthly,,,14.99,1079.28,25,0,Nikhil,India,Haryana,Male,1999-07-09,2024-02-07,N,100.0,1.0
0036-GGURW,2022-09-03,Paid,2023-09-03,Standard,Monthly,2024-06-25,Not enough content,14.99,329.78,78,1,Akash,India,Karnataka,Male,1995-09-22,2024-05-03,N,100.0,1.0
7261-IHLYR,2021-04-24,Organic,2022-04-24,Standard,Monthly,,,13.99,797.43,96,0,Kavya,India,Punjab,Female,1965-03-22,2024-03-07,N,90.0,1.0
6605-MEFYH,2021-06-17,Paid,2022-06-17,Standard,Annual,2023-11-16,Forgot to cancel trial,15.99,463.71,52,1,Arjun,India,Uttar Pradesh,Female,1996-08-21,2022-04-02,Y,50.0,1.0
1542-LYFTG,2019-07-20,Paid,2020-07-20,Premium,Annual,2021-07-09,Not enough content,22.99,551.76,61,1,Meera,India,West Bengal,Female,1988-02-08,2020-05-06,N,100.0,1.0
0410-SDVRD,2024-09-04,Referral,2025-09-04,Basic,Annual,,,7.99,127.84,40,0,Sneha,India,Odisha,Male,1978-04-28,,,,
4010-LVISV,2021-03-27,Paid,2022-03-27,Basic,Annual,,,6.99,405.42,30,0,Rahul,India,Punjab,Male,1987-04-21,2021-10-26,Y,30.0,1.0
1704-WPVUR,2019-03-16,Organic,2020-03-16,Basic,Annual,,,6.99,573.18,94,0,Kavya,India,Delhi,Female,1963-10-16,,,,
7400-NAWHT,2021-07-15,Paid,2022-07-15,Standard,Monthly,,,13.99,755.46,13,0,Mohan,India,Madhya Pradesh,Male,1983-11-18,,,,
